Subclass,Filename,Expected Columns Count,Actual Columns Count,All 46 Features Present,Label Present,Missing Features,Extra Columns,Row Count
DDoS-UDP_Flood,DDoS-UDP_Flood2.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,265667
DDoS-UDP_Flood,DDoS-UDP_Flood20.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,79331
DDoS-UDP_Flood,DDoS-UDP_Flood3.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,267399
DDoS-UDP_Flood,DDoS-UDP_Flood4.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,266899
DDoS-UDP_Flood,DDoS-UDP_Flood5.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,267530
DDoS-UDP_Flood,DDoS-UDP_Flood6.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,265495
DDoS-UDP_Flood,DDoS-UDP_Flood7.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,268374
DDoS-UDP_Flood,DDoS-UDP_Flood8.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,268068
DDoS-UDP_Flood,DDoS-UDP_Flood9.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,265944
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22542
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22541
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation10.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22361
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation11.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22908
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation12.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,15532
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation2.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22368
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation3.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,23167
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation4.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22715
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation5.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,23117
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation6.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22254
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation8.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22630
DDoS-UDP_Fragmentation,DDoS-UDP_Fragmentation9.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,22121
DictionaryBruteForce,DictionaryBruteForce.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,13064
DNS_Spoofing,DNS_Spoofing.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,178898
DoS-HTTP_Flood,DoS-HTTP_Flood.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,40686
DoS-HTTP_Flood,DoS-HTTP_Flood1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,31175
DoS-SYN_Flood,DoS-SYN_Flood.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,262691
DoS-SYN_Flood,DoS-SYN_Flood1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,264126
DoS-SYN_Flood,DoS-SYN_Flood3.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,257402
DoS-SYN_Flood,DoS-SYN_Flood4.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,258219
DoS-SYN_Flood,DoS-SYN_Flood5.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,265519
DoS-SYN_Flood,DoS-SYN_Flood7.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,205930
DoS-TCP_Flood,DoS-TCP_Flood.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,260129
DoS-TCP_Flood,DoS-TCP_Flood1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,246026
DoS-TCP_Flood,DoS-TCP_Flood10.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,83023
DoS-TCP_Flood,DoS-TCP_Flood2.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,263675
DoS-TCP_Flood,DoS-TCP_Flood3.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,266238
DoS-TCP_Flood,DoS-TCP_Flood4.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,265480
DoS-TCP_Flood,DoS-TCP_Flood6.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,261903
DoS-TCP_Flood,DoS-TCP_Flood7.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,265329
DoS-UDP_Flood,DoS-UDP_Flood.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,166838
DoS-UDP_Flood,DoS-UDP_Flood1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,141854
DoS-UDP_Flood,DoS-UDP_Flood10.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,262163
DoS-UDP_Flood,DoS-UDP_Flood11.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,253306
DoS-UDP_Flood,DoS-UDP_Flood12.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,247718
DoS-UDP_Flood,DoS-UDP_Flood13.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,261752
DoS-UDP_Flood,DoS-UDP_Flood14.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,255526
DoS-UDP_Flood,DoS-UDP_Flood15.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,265157
DoS-UDP_Flood,DoS-UDP_Flood16.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,180914
DoS-UDP_Flood,DoS-UDP_Flood2.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,102879
DoS-UDP_Flood,DoS-UDP_Flood3.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,108557
DoS-UDP_Flood,DoS-UDP_Flood4.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,131975
DoS-UDP_Flood,DoS-UDP_Flood5.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,114208
DoS-UDP_Flood,DoS-UDP_Flood6.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,117839
DoS-UDP_Flood,DoS-UDP_Flood7.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,175919
DoS-UDP_Flood,DoS-UDP_Flood8.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,160834
DoS-UDP_Flood,DoS-UDP_Flood9.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,125551
Mirai-greeth_flood,Mirai-greeth_flood.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,33597
Mirai-greeth_flood,Mirai-greeth_flood1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34113
Mirai-greeth_flood,Mirai-greeth_flood10.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34499
Mirai-greeth_flood,Mirai-greeth_flood11.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34551
Mirai-greeth_flood,Mirai-greeth_flood12.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34240
Mirai-greeth_flood,Mirai-greeth_flood13.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34451
Mirai-greeth_flood,Mirai-greeth_flood14.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34058
Mirai-greeth_flood,Mirai-greeth_flood15.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34137
Mirai-greeth_flood,Mirai-greeth_flood16.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34081
Mirai-greeth_flood,Mirai-greeth_flood17.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34054
Mirai-greeth_flood,Mirai-greeth_flood18.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34101
Mirai-greeth_flood,Mirai-greeth_flood19.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34136
Mirai-greeth_flood,Mirai-greeth_flood2.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34054
Mirai-greeth_flood,Mirai-greeth_flood20.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34235
Mirai-greeth_flood,Mirai-greeth_flood21.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34752
Mirai-greeth_flood,Mirai-greeth_flood22.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34247
Mirai-greeth_flood,Mirai-greeth_flood23.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34493
Mirai-greeth_flood,Mirai-greeth_flood24.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34071
Mirai-greeth_flood,Mirai-greeth_flood25.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34080
Mirai-greeth_flood,Mirai-greeth_flood26.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34518
Mirai-greeth_flood,Mirai-greeth_flood27.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34201
Mirai-greeth_flood,Mirai-greeth_flood28.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,33979
Mirai-greeth_flood,Mirai-greeth_flood3.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34066
Mirai-greeth_flood,Mirai-greeth_flood4.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34025
Mirai-greeth_flood,Mirai-greeth_flood5.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34016
Mirai-greeth_flood,Mirai-greeth_flood6.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34146
Mirai-greeth_flood,Mirai-greeth_flood7.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34186
Mirai-greeth_flood,Mirai-greeth_flood8.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34067
Mirai-greeth_flood,Mirai-greeth_flood9.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34680
Mirai-greip_flood,Mirai-greip_flood.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35073
Mirai-greip_flood,Mirai-greip_flood1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35128
Mirai-greip_flood,Mirai-greip_flood10.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35292
Mirai-greip_flood,Mirai-greip_flood11.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35019
Mirai-greip_flood,Mirai-greip_flood12.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35339
Mirai-greip_flood,Mirai-greip_flood13.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35251
Mirai-greip_flood,Mirai-greip_flood14.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35098
Mirai-greip_flood,Mirai-greip_flood15.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35105
Mirai-greip_flood,Mirai-greip_flood16.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34920
Mirai-greip_flood,Mirai-greip_flood17.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35948
Mirai-greip_flood,Mirai-greip_flood19.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34844
Mirai-greip_flood,Mirai-greip_flood2.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,34846
Mirai-greip_flood,Mirai-greip_flood20.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35089
Mirai-greip_flood,Mirai-greip_flood21.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,11991
Mirai-greip_flood,Mirai-greip_flood3.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35168
Mirai-greip_flood,Mirai-greip_flood4.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35784
Mirai-greip_flood,Mirai-greip_flood5.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35456
Mirai-greip_flood,Mirai-greip_flood6.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,36052
Mirai-greip_flood,Mirai-greip_flood7.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35462
Mirai-greip_flood,Mirai-greip_flood9.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,35044
Mirai-udpplain,Mirai-udpplain.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,36481
Mirai-udpplain,Mirai-udpplain10.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,16826
MITM-ArpSpoofing,MITM-ArpSpoofing.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,247706
MITM-ArpSpoofing,MITM-ArpSpoofing1.pcap.csv,47,39,No,No,flow_duration|Duration|Srate|Drate|urg_count|Magnitue|Radius|Covariance|Weight,Time_To_Live|IGMP,59854
